Gene Name,Score
ACOXL,0.1688
ZNF385B,0.1643
FTX,0.1616
PDE4D,0.1601
DLG2,0.1591
BTBD9,0.1501
AFF3,0.147
PHACTR1,0.1427
PRKG1,0.1423
DLC1,0.1421
AGBL1,0.142
GPC5,0.1411
CELF2,0.1388
SMYD3,0.137
PTPRM,0.135
MECOM,0.1331
DANT2,0.1316
LRRK2,0.1306
PTPRG,0.1304
MAGI1,0.1303
FHIT,0.1289
GPHN,0.1288
MACROD2,0.1276
ADK,0.1255
RBPMS,0.125
AUTS2,0.1245
SOX5,0.124
KANK1,0.1238
LRMDA,0.1233
P3H2,0.1232
PTPRD,0.1229
LRP4,0.1228
SFTPB,0.122
SNX25,0.1218
AKAP13-AS1,0.1217
DPYD,0.1207
PARD3,0.1179
ATP11A,0.1175
SLC22A3,0.1164
IMMP2L,0.1163
TMEM163,0.1154
DAPK1,0.1147
PTPRK,0.114
LIMCH1,0.1138
CPM,0.1134
UNC13B,0.1127
ATP8A1,0.1115
MAST4,0.1111
RANBP17,0.1107
RPL23,0.1097
LINGO1,0.1092
ERBB4,0.1089
RPL37A,0.1086
LINC-PINT,0.1081
MAGI3,0.1081
WWOX,0.1066
NR3C2,0.1066
EXT1,0.1055
TOX,0.1052
NEDD4L,0.1052
LINC02997,0.1045
ANK3,0.1045
CADM1,0.1043
VEPH1,0.1037
ABCA3,0.1032
PRKD1,0.1031
MBNL1,0.1022
RPL39,0.1016
TTC28,0.1012
MAML2,0.1011
ATXN1,0.0999
SPIDR,0.0997
FOXP2,0.0992
AKAP13,0.0989
SFTA3_ENSG00000229415,0.0983
SLC26A3,0.0979
PABPC1,0.0968
SNX29P2,0.0958
ROR1,0.0958
KHDRBS2,0.0955
RPS15A,0.0954
STARD13,0.0949
GAB2,0.0948
TMTC2,0.094
ATP13A4,0.0939
RPS3A,0.0935
CADPS2,0.0934
RPS29,0.0931
ARL15,0.0929
SHANK2,0.092
TANC2,0.0917
FRMD4B,0.0911
DAPK2,0.0908
RPL27A,0.0903
RPS28,0.0899
WSB1,0.0889
RPL12,0.0888
DIAPH2,0.0886
NTN4,0.0877
HSP90AB1,0.0869
PID1,0.0864
CFTR,0.0862
RPL31,0.086
GLCCI1,0.0857
NALF1,0.0844
FNDC3B,0.0843
NAPSA,0.084
SFTPC,0.0833
AGAP1,0.0824
SHROOM3,0.0821
RPS2,0.0819
RPS27,0.0817
ACOXL-AS1,0.0815
LHFPL3,0.0811
NEBL,0.081
CCDC141,0.08
RPL3,0.0799
FMNL2,0.0799
TNIK,0.0795
RPL18A,0.079
PPP1R9A,0.0786
SPRY4-AS1,0.0786
SFTPA1,0.0786
SNTB1,0.0785
RPL5,0.0784
HIVEP3,0.0783
MACF1,0.0781
ZNRF3,0.0777
SPDYE2,0.0777
XKR6,0.0775
CALCRL-AS1,0.0772
RPL13A,0.077
ACSS3,0.0769
ADAMTS9-AS2,0.0768
PARD3B,0.0764
RPL32,0.0761
FCHSD2,0.0758
STOX2,0.0758
CAVIN2-AS1,0.0757
RAPGEF5,0.0755
LANCL1-AS1,0.0754
RBMS3-AS3,0.0753
RPS5,0.0751
C8orf34,0.075
RAD51B,0.0749
CACHD1,0.0744
KIAA1217,0.0741
MICAL2,0.0735
SFTPD,0.0734
LINC02889,0.0732
MAPK10,0.0731
WIF1,0.0729
PLCH1,0.0728
HHIP,0.0723
TTC6,0.072
EPB41L5,0.0719
CYP2U1-AS1,0.0718
GPM6A,0.0718
MLLT3,0.0714
DOCK1,0.0709
SFTPA2,0.0704
TMEM164,0.0701
RACK1,0.0698
NCKAP5,0.0697
ST6GALNAC5,0.0693
PIP5K1B,0.069
BMP1,0.0687
LAMA3,0.0685
TTN,0.0684
COL4A3,0.0683
AQP3,0.0682
CD36,0.0682
ABCC4,0.0682
NEAT1,0.0681
NAV2,0.068
MTUS1,0.068
CNTN4,0.068
UTRN,0.0679
TCF7L1,0.0677
RPLP0,0.0675
SERPINB3,0.067
RPL26,0.0669
STK3,0.0668
DOCK4,0.0659
LMO3,0.0658
NPNT,0.0657
ITGA9,0.0656
RPS3,0.0653
WWC2,0.065
GPR39,0.0649
RORA,0.0643
RPL21,0.064
SHC3,0.0639
PCAT1,0.0637
SVIL,0.0636
FAM20A,0.0636
AGER,0.063
SORBS1,0.0629
RPL23A,0.0627
MIR99AHG,0.0624
SCN1A,0.0621
PEAK1,0.0621
RASAL2,0.0619
RPL10A,0.0619
PTPRJ,0.0619
RPS19,0.0618
NECAB1,0.0618
MIR4485,0.0617
ZCCHC7,0.0617
SNX30,0.0616
SAMD12,0.0614
PTPN13,0.0613
CALM2,0.0612
BPIFB1,0.0611
SIPA1L1,0.061
F3_ENSG00000117525,0.0608
FGFR2,0.0608
GLS,0.0607
RNASE10,0.0606
MSMB,0.0606
MALAT1,0.0606
CABLES1,0.0605
RPL4,0.0605
FOCAD,0.0604
NCL,0.0603
MGC32805,0.0601
RBMS3,0.0599
SSBP2,0.0599
PTGFR,0.0596
EFNA5,0.0592
