Gene Name,Score
PAX8,0.8322
TSHR,0.6560
SLC25A29,0.6527
CTSB,0.5245
BHLHE41,0.4940
LMO3,0.4840
S100A13,0.4494
LCN12 (meth.),0.4478
ARMCX3,0.4353
NPC2,0.4353
FN1,0.4282
OTOS (meth.),0.4269
PLPP3,0.4216
NAV3 (meth.),0.4171
PBXIP1,0.3944
APLP2,0.3581
CLDN16 (meth.),0.3546
INPP5J,0.3537
KCNJ16,0.3522
KIAA1217,0.3458
DUSP6,0.3422
CRYBB3 (meth.),0.3402
NPNT,0.3278
DTX4,0.3271
ZCCHC12,0.3270
TG,0.3159
ID4,0.3145
LTBP3,0.3071
LTBP2,0.3063
SLC26A4-AS1,0.3013
DIO2,0.3004
MTCH1,0.2970
LRRK2,0.2936
C16orf89,0.2905
CLCNKB (meth.),0.2904
PHACTR2 (meth.),0.2862
TPO (meth.),0.2849
ADGRG1,0.2842
MYH10,0.2799
FRK (meth.),0.2791
PDE6B (meth.),0.2724
BBOX1 (meth.),0.2717
TMEM140 (meth.),0.2696
SNX1,0.2680
EXOC3L2 (meth.),0.2670
DUOX2,0.2627
CHD4,0.2581
MADD (meth.),0.2558
CITED1,0.2537
SLC23A2 (meth.),0.2524
LRMDA (meth.),0.2523
DHRS3,0.2506
SLC26A7,0.2490
CD96 (meth.),0.2458
GPX3,0.2453
NELL2,0.2449
APMAP,0.2447
DUOX1,0.2435
SLC18A1 (meth.),0.2430
MIOX (meth.),0.2428
PROS1,0.2404
RHBDD2,0.2375
SLC34A2,0.2350
ISG20 (meth.),0.2349
CLU,0.2349
FNDC1,0.2348
HOXB1 (meth.),0.2334
GOLGA8A,0.2296
LRP4,0.2271
CCND2,0.2234
ITPR3,0.2233
CD200R1 (meth.),0.2216
LTBP4,0.2202
DCSTAMP (meth.),0.2174
MT1F,0.2147
TRPV3 (meth.),0.2141
TSC22D1,0.2116
BRAF (mut.),0.2115
POLR2D (meth.),0.2113
TREML1 (meth.),0.2091
PARM1,0.2076
CSNK1E (meth.),0.2061
KCNMB2 (meth.),0.2059
ST3GAL1,0.2046
PI15 (meth.),0.2041
HKDC1 (meth.),0.2015
ASAH1,0.2014
IGFBP5,0.2014
WT1 (meth.),0.2008
LBH,0.1992
SLC15A2 (meth.),0.1991
PDCD4,0.1970
IFITM1 (meth.),0.1966
MPZL2,0.1957
SDC2,0.1949
HAMP (meth.),0.1933
GJD4 (meth.),0.1925
LYN (meth.),0.1909
FGF1 (meth.),0.1900
PRSS23,0.1900
SLC6A13 (meth.),0.1896
NTRK2,0.1861
CCDC47 (meth.),0.1855
ECE1,0.1835
CCR6 (meth.),0.1832
ST6GALNAC1 (meth.),0.1821
NRP2,0.1817
SPDEF (meth.),0.1806
SELP (meth.),0.1798
SULT1A2 (meth.),0.1795
TACSTD2 (meth.),0.1792
HSP90B1,0.1777
PLXNB1 (meth.),0.1777
HABP2 (meth.),0.1767
SNRPN,0.1764
NDFIP1,0.1764
ADGRD1 (meth.),0.1757
SNTB1 (meth.),0.1753
CHI3L2 (meth.),0.1721
TLE5,0.1712
MXRA7,0.1706
TMEM100 (meth.),0.1695
GLYAT (meth.),0.1671
EIF4A2,0.1670
CIITA (meth.),0.1657
FYN,0.1656
STRA6 (meth.),0.1652
BCOR (meth.),0.1651
PTHLH (meth.),0.1645
HCAR1 (meth.),0.1635
FAM83A (meth.),0.1631
AMDHD1 (meth.),0.1617
HOPX,0.1611
SPOCK2,0.1606
WFIKKN2 (meth.),0.1603
CLEC10A (meth.),0.1595
ATP11A,0.1585
RXFP4 (meth.),0.1585
RNF187,0.1572
CCDC198 (meth.),0.1567
DCAF12L1 (meth.),0.1564
REEP5,0.1562
MATN2,0.1558
SELPLG (meth.),0.1550
GSN,0.1548
ECM1,0.1533
CHI3L1 (meth.),0.1532
PRDX5,0.1532
ARRDC3,0.1528
ACY3 (meth.),0.1527
PLVAP,0.1520
ALAS1 (meth.),0.1519
CFAP44 (meth.),0.1516
SFTA2 (meth.),0.1505
MAMDC2 (meth.),0.1504
NLRP10 (meth.),0.1502
ASB4 (meth.),0.1501
CD48 (meth.),0.1487
GCNT3 (meth.),0.1480
GZMA (meth.),0.1480
ITGA3,0.1479
NINJ2 (meth.),0.1478
SORBS2 (meth.),0.1477
SAXO4 (meth.),0.1473
HOXD3 (meth.),0.1470
CNTN6 (meth.),0.1467
UHRF1 (meth.),0.1465
SH3TC1 (meth.),0.1455
KLHDC7A (meth.),0.1454
LTF (meth.),0.1452
S100A1,0.1449
SLAIN1 (meth.),0.1443
HEG1,0.1439
CFAP100 (meth.),0.1438
EDN2 (meth.),0.1434
GPX5 (meth.),0.1428
P2RX1 (meth.),0.1422
SPARCL1 (meth.),0.1422
HSPA5,0.1421
BST2 (meth.),0.1421
PMEPA1 (meth.),0.1419
DAB1 (meth.),0.1416
VHL (meth.),0.1413
LEFTY1 (meth.),0.1411
SOD3,0.1410
KAZALD1 (meth.),0.1410
SCNN1A,0.1406
SLC38A10 (meth.),0.1405
PCBP2,0.1404
NEAT1,0.1404
ISG20L2 (meth.),0.1403
CLCA1 (meth.),0.1391
CAMK2N1,0.1391
WFDC6 (meth.),0.1389
COG2 (meth.),0.1389
SUN2,0.1386
GALP (meth.),0.1380
ISLR (meth.),0.1376
CCDC116 (meth.),0.1371
ABCA2,0.1369
ZFP36L1,0.1369
KIR3DX1 (meth.),0.1367
CCL23 (meth.),0.1365
SLAMF7 (meth.),0.1360
S100A2 (meth.),0.1359
HOXA2 (meth.),0.1357
VXN (meth.),0.1356
PRKAR1A,0.1354
CSPG5 (meth.),0.1351
STAP1 (meth.),0.1349
PRKG2 (meth.),0.1348
PKP3 (meth.),0.1348
HRG (meth.),0.1345
GNE (meth.),0.1330
RAB34 (meth.),0.1325
CRH (meth.),0.1322
DMBT1 (meth.),0.1321
MTSS1 (meth.),0.1319
GCNT2 (meth.),0.1311
XDH (meth.),0.1310
SLC22A12 (meth.),0.1309
CA9 (meth.),0.1309
MGST1 (meth.),0.1301
KLK3 (meth.),0.1301
SAT1,0.1300
RD3 (meth.),0.1299
ACTB,0.1299
ZNF436 (meth.),0.1298
ATP6AP2,0.1298
GNAS,0.1298
CAPSL (meth.),0.1297
RDH5 (meth.),0.1294
MXRA8,0.1291
SNHG32,0.1291
CRLF1,0.1285
MGAM (meth.),0.1283
TNFSF10,0.1283
SLCO1C1 (meth.),0.1281
TRIB1,0.1278
EID1,0.1278
SVOPL (meth.),0.1277
ARHGEF12,0.1275
PLS3,0.1270
LMO3 (meth.),0.1270
MYF6 (meth.),0.1269
NCAPD2 (meth.),0.1262
PLEKHA4 (meth.),0.1260
ZBTB7B (meth.),0.1259
DISP1 (meth.),0.1257
RNASE6 (meth.),0.1254
COL14A1,0.1252
TPM4,0.1249
LAT2 (meth.),0.1249
CBY2 (meth.),0.1246
ASPA (meth.),0.1244
VWA5B1 (meth.),0.1240
PEBP1,0.1238
VNN1 (meth.),0.1237
SDC4,0.1236
LRG1 (meth.),0.1236
ADGRG1 (meth.),0.1235
ITK (meth.),0.1234
THY1 (meth.),0.1233
HNF1B (meth.),0.1232
DGKI (meth.),0.1231
PSPN (meth.),0.1229
TNFAIP8 (meth.),0.1228
PRKAR2B (meth.),0.1226
CYP3A5 (meth.),0.1221
ITGBL1 (meth.),0.1219
VSTM1 (meth.),0.1219
C3 (meth.),0.1217
LGI1 (meth.),0.1217
IRAG2 (meth.),0.1214
APOLD1,0.1213
TCERG1L (meth.),0.1209
DACT3 (meth.),0.1208
LAMA5,0.1207
FAXDC2 (meth.),0.1206
CLEC3A (meth.),0.1204
